reviewText,overall,Sentiment
"never looked to verify the capacity of this card, it is clearly labeled 64gb but when installed it clearly is not. When installed into any computer it shows 27.4gb available with 1.68 used. So beware if you order one to make sure you are getting what you pay for.",1,Negatif
"I bought this Memory card because of the Sandisk Reputation and the Class 10 speed, I use this for my Samsung Galaxy Tablet, the Class 10 speed is really impressive! The Memory card can write to memory pictures as fast as you can take them, loading music is almost Instantaneous and a 5 minute Music video loads in about 4 seconds! I highly recommend this for any Tablet or Smartphone with expandable memory Class 10 speed with Sandisk reliability, worth every penny!",5,Pozitif
"SanDisk is the only brand I use - I probably should have gotten a 64 gb as well; but prices keep falling, so I can't really lose.",5,Pozitif
I picked up this storage device to use in my phone. I only had a 1 gig mini sd in there for music ad it was getting pretty full. Now 30 plus gigs of free space later i can download to my hearts content.,5,Pozitif
SanDisk is a company you can trust and offering such a good product at a low price.Comes with an adapter and small case to get full sd card size and keep it from getting lost when not in use.,5,Pozitif
"The price was great.  Since this is an SDXC Class 10 card,I expected pretty decent write speeds.  I copied about 30GB of data from my computer HD to this card and it took over 8 hours.Of course, since that was a one-time thing, I didn't really mind.  It works great in my Microsoft Surface Pro.  I just cannot believe that I could find a 64GB micro SDXC card for under $50.  The sale is over, of course, and I've not been able to find them this cheap since.I would buy another one if it were comparably priced.",4,Pozitif
"WORKS great, better than I thought - IF you cave a SURFACE TABLET  I truly recommend it it will work straight away.",5,Pozitif
"This tiny marvel does what it claims.  The only possible problem is that it is SO small that you may lose it if you happen to drop it during handling.  But with 16 GB capacity, you won't be handling it often.",5,Pozitif
Great little micro sd card!  The 64 GB of storage is awesome.  Very dependable brand.  I have this brand  for other devices and always works like a charm!,5,Pozitif
Look no further. Perfect for my galaxy devices. I purchased a few of these and switch them between devices for quick data transfer. Highly recommended.,5,Pozitif
Good item came well packaged and been working fine so far only thing is it will not connected when using the adapter when connecting it to My PC.,4,Notr
"I purchased this card based on the price.  After I ordered it I finally started reading some of the reviews and started getting worried about whether the card was going to work.  Seems that a lot of people have been having problems getting the phone to recognize the card and then, if needed, formatting the card.When the card arrived I put it in my phone and it immediately was recognized by my android system (JB 4.1.1).  I had already copied all the music, pics and video off my older, slower and smaller card onto my computer so all I had to do was plug the phone into the computer, open the card and copy everything into it.  Everything went in with no problem.  I then unplugged it from the computer and tested my videos and music on the phone and everything worked like a charm.Bottom line, I did not have to format the card, I just plugged it into the phone, it was immediately recognized and worked like a charm.I would highly recommend this card based on the price and the product that you are receiving.",5,Pozitif
"I placed this memory card in my Bluetooth speaker, I then loaded it up with different genders of music and it plays beatifully.",5,Pozitif
"As advertised, specs match.  As long as the device you as using it in can handle it (i.e. USB 3.0, not some crapple bs) it delivers the advertised speed.  P.S. The speed is READ, not WRITE, but you knew that, right?",5,Pozitif
"Since there are almost three thousands reviews already, I bet almost everything about reading and writing speeds have been covered. I'll just try to provide some specifics from my experience in case if somebody is searching with these keywords. I've copied some WAV and MP3 files to this card from a fast PC (3.4 GHz, 16GB RAM, 7,200 RPM HDD, 64-bit Win 7, etc.) with a built-in card reader. The card reader maybe my bottleneck. Anyway, the observed average writing speed was around 9.5MB/s.Tried this card in Nokia 3555b. Logically this phone cannot read more than 8GB MicroSDHC cards, but it it. However, it saw the card as being only a 2GB card. Tried inMotorola Flipout Unlocked GSM Quad-Band Android Phone with Bluetooth, Camera, QWERTY Keyboard and Wi-Fi - Unlocked Phone - US Warranty - Black. Played those WAV and MP3 files and it worked very well. Tried inMotorola MB520 Bravo Unlocked Phone with Android OS, 3MP Camera, FM Radio and GPS - US Warranty - Blackwith the same files, and it worked well too. No hiccups. Then inserted (and left it in) inBLU Studio 5.3 II Unlocked Dual Sim Phone with Dual-Core 1GHz Processor, Android 4.1, 5.3-inch IPS Capacitive Touch, and 8MP Camera - U.S. Warranty (Black). So far so good. Will update this review if problems will arise.It was sold and fulfilled by Amazon in a frustration-free packaging. I love this packaging not only because it does not have nasty blister pack that cuts your fingers, but also because it is eco-friendly.",5,Pozitif
I bought this memory for my Samsung Tab 2 8.0. So far it works quite well. I wish my Samsung would recognize the 64 GB.,5,Notr
Works great in my compatible device BUT if you think you can reformat to FAT32 and us in an older device only designed for 32GB you will likely experience excess battery drain even if you think it is working fine to start with.,5,Notr
"This was a great little memory card for using with my Microsoft Surface Pro tablet.  I'm able to have my music with me at all times, plus a large number of photos.One item to note: this type of memory card may not be suitable for high speed applications (such as with a camera or for storing virtual hard drive type information).  These micro cards are a 5 star if used for their intended purpose.",5,Pozitif
"I purchased the Sandisk Ultra 32GB microSDHC for some extra storage room for my Samsung Galaxy Note 10.1 tablet. I was considering the 64 GB, but went with this card because I have the 64GB version on my Galaxy Note 2 phone and I have never come close to needing all that space. Granted, I don't store any music on my phone but I do take a lot of photos/videos and store as many apps on the microSDHC card rather than use the phone's internal memory.For the cost savings of going with the smaller 32GB card, it was a no brainer.The card has worked flawlessly since I installed it on my tablet and have had no problems with it whatsoever. Plus Sandisk is a big name in storage so again, it's a no brainer--- buy it!",4,Pozitif
"There is a lot of conflicting info on the we about whether cards larger than 32gb work in this phone. The phone specs say that it only supports up to 32gb. I put it in, formatted it and got 59.7 gb of usable space, which is exactly what you would expect. I have been using it for ~3 weeks now and it has worked perfectly. Good price too.",5,Pozitif
Used this for extending the capabilities of my Samsung Galaxy Note 10.  It greatly expands it use and was a snap to install and get started with it.,5,Pozitif
I bought this to use in my Samsung Galaxy S4 and it works great.  Transfer speed is excellent and it is completely plug-and-play compatible with my device.,5,Pozitif
Bought to increase memory in my Samsung Galaxy III.  Use my phone for business and pleasure and needed the memory upgrade. Works great.,5,Pozitif
Works great in the GO PRO. too big for my PC to recognize it in the adapter  though with Windows XP. Have not tried 8 yet.,5,Notr
"I couldn't put any files onto the card that were &#62;5 Gb. A little disappointing since I wanted to store movies on it, but I guess it's a limitation of the MicroSD HC technology.",4,Negatif
great price for such a super big storage. works well and so far no problem. will highly recommend for smartphones and tablets.,5,Pozitif
"Works. There's nothing else to say so yes it works, and yes it works. It also works, so it is pretty good.",5,Pozitif
this small but big in memory will be the perfect gift for a samsung tablet.i am pretty sure she will love it.,5,Pozitif
I bought this for my son's Samsung Galaxy S4.  He had an 8gb card but it was filled.  This has more than enough space and the speed is excellent. He told me it is very fast compared to his last card. I would recommend this for sure.,5,Pozitif
"I got a card and it wouldn't let me copy files to it, it would (a) not recognize on any of the three computers or my android tab at home, and (b) unmount itself in the middle of file copies.  These two things happened randomly.  I got a replacement, but it suffered from the problem of letting me format it (yay, farther than I got with unit 1), then crapping out 300mb into a file transfer.AVOID THIS GUY.",1,Negatif
"Card has failed several times in the phone I installed it in. I purchased it for the phone where it has resided for a month. In that time, it has required reformatting three times which makes its utility useless as a storage device.",1,Negatif
"I chose this item because of the speed of the memory and also because of the SanDisk brand and I wasn't disappointed.  The memory works fine in my Motorola Razor-M cell phone allowing me to store movies, pictures, and music that I can play on my phone.  The adapter, on the other hand, feels flimsy and fragile.  I had trouble inserting it into two different readers and even then it felt like like it was going to break.  I have several other adapters and this adapter feels like the material is much thinner than the others.  Having said that, I didn't purchase the memory for the adapter I purchased it for the speed rating and compatibility.  All things being equal I would consider purchasing the memory again.",3,Notr
I bought this for my Microsoft Surface rt and it works great with it. I would recommend it to anyone.,5,Pozitif
This makes a great supplement to not having the latest greatest SSD. I keep some personal documents on my work laptop on the micro SD card to save space on the primary SSD.,5,Pozitif
"I ordered the regular packaging after reading the frustration-free packaging is sometimes counterfeit.  Anyway, the 32GB card I received was formatted as FAT32, and it seemed to work just fine in my new Moto G LTE phone running Android 4.4.3.  Moved apps onto the card, put some music on it.  Works great, no complaints.",5,Pozitif
My granddaughter's phone was slowing down. She had a 2gb memory card in it and no room for any more photos. She transferred all 499 photos to this 32gb card and has room for many more. Love making her happy!,5,Pozitif
no problems at all. works great,5,Pozitif
"Within an hour of using the memory card, it failed and died. it kept saying &#34;Memory error.&#34;I could never get my dashcam camera to record anything. I went to our walmart and got me just MicroSD not Ultra. It has been working all day so far.That's right. There is no way to tell what you are getting online is OEM or knock offs. When the price is too good to be true, it probably is - made and distributed by Mofia. LOL.Although the package arrived on time, I will never buy this product online or from this seller on Amazon. Waste of money.",1,Negatif
I put this in my Nokia Lumia 521 and so far it works really well. I put my entire iTunes library on my phone and it all wrote on the card I believe in under an hour (I didn't keep track).My only regret is I probably should have purchased the 64GB card.,5,Pozitif
No problems!,5,Pozitif
"I am continually amazed by the fact that this tiny bit of almost nothing can be so powerful.  However, I caution anyone buying these Micro Cards for their GoPro that they are extremely easy to lose, but I highly recommend them.",5,Pozitif
Works very well with my new Tab Pro 8.4&#34;.  Have been able to download lots of content from YouTube to watch on long flights. Will use it on any device that takes sd cards.  Very happy with it.,5,Pozitif
Works fine with photo shooting and video recording in EOS camera with the SD adapter. Perfect for tablet and phone memory.,4,Pozitif
Bought this for a Samsung tablet which  arrived busted. The tablet long gone back.Still got the Sandisk which is looking for a home in a another tablet.,5,Notr
fast and easy to use.  It does exactly what a class 10 is supposed to do.  using in a Samsung tab 3.,5,Pozitif
"Great storage for my android phone, practically unlimited space for music.  Easy to install, and it has been reliable so far.",5,Pozitif
I've been using this card in my smartphone for a while now. It had enough room for all of my 20gig of music. Its got tons of pictures and downloads too. Still plenty of room. If you like to store data on your phone this will be good for you. no hiccups so far with this product.,5,Pozitif
"I installed this in a tablet that I am giving as a gift, and so far so good. This is the second one I purchased I installed the first one in my tablet and it seems to be working fine also.",5,Pozitif
"I use one in my go pro's, Note 3 and S5 and they all work great. I would recommend no doubt :D",5,Pozitif
"work as expected. very fast. actually is installed in a HD car camera (DVR) and recording every day, every move. good product. 100% recommended.",5,Pozitif
Memory either works or not what more can be said than it works as designed.  I was very happy with the price.,5,Pozitif
"I have two of these that I am using with a GoPro HERO3 and they work great (I will be getting more!).  While I could do the 64GB, I (so far) am preferring the 32GB, because the card is about full right when a battery reaches the end of it's life so I can swap a card and battery at the same time and save opening/closing the case and swapping parts all of the time.  The card is plenty fast, never had any hiccups with that and they have proven to be quite reliable as I have a 3rd card that I have been using in multiple mobile phones (HTC and BB) since 2010 and have never had any problem at all with any of them.",5,Pozitif
"Item arrived in time as promised. Works well with a galaxy note 10.1. There is nothing more to say about this product as it has been reviewed so many times. It works well, not a bad price at the time of ordering ( now it has come down ). Yes, you get the same card for lesser price from other sellers but I trust amazon for their customer service issues. I prefer to pay 2 bucks more and get it from amazon rather than getting it from unfamiliar sellers.",5,Pozitif
Seems to work fine in my Samsung . Galaxy III with the new android 4.1.1 os How big of a card can this phone handle&#62;  Anyone know?,5,Pozitif
Bought this for use in my dash camera upgrade.Working very well and faster than the 4 GB card that came with the camera.  Also will work in my other digital cameras.,5,Pozitif
"Use this in my Samsung Galaxy S4.  Have had it for almost a year now, no problems, really expands your memory capabilities, easy enough to install.",5,Pozitif
"it is an almost required piece for my Samsung tablet.  it was at a good buy. :-)it is easy to use, and easy to install.",5,Pozitif
"32GB worth of memory space, perfect if you love installing a variety of apps and it is useful when you need to store memory into your phone, camera, or tablet.",5,Pozitif
This card is great for any device that will accept a micro SDHC.  Class 10 write speed is a big bonus for recording high definition video!  I am very satisfied with this purchase.,5,Pozitif
"I got this so I made sure my new smart phone had enough storage. I, unknowingly, got the phone with a ton of space but this was an awesome addition to the phone and how much I've been able to store on it. Highly recommended.",5,Pozitif
"I get randomly error messages with my nokia808, ""disk error-"" and the card stops working, its so, so sad.. I bought a cheap 8gb micro sd class 4 that works better than this :(",1,Negatif
"Amazing how they keep making bigger storage cards and the price goes down. Wow, these are nice for holding lots of stuff",5,Pozitif
Got this micro-data card for a digital camera that shoots in HD. it came with a class 4 card but the video clips were blocky. I had a class 6 and tested it in the camera with some improvement and at the advice of youtuber Techmoan (this guy does the best tech reviews on the web) I ordered this class 10 card. It solved the blocky issue and is a great value for the money.,5,Pozitif
After purchasing several SDHC from other sources I was almost ready to give up.  Each of those was somehow defective.  The Amazon SDHC is genuine and works like a charm.,5,Pozitif
SanDisk 16gb sd card. Does it's job the way it's supposed to. I use it in my tablet and have zero complaints.,5,Pozitif
"Worked perfectly right out of the box, and seems to be a lot faster than the old class 10 that were manufactured by SanDisk, or others for that matter.",5,Pozitif
Does what it is supposed to do.  What more can you say?  I have no reason to rate it lower than 5 stars for that purpose.,5,Pozitif
Got this for my phone and it works great so far. Transferred music and pictures super fast from my computer to the card. Needed more memory and this is perfect.,5,Pozitif
"How do I praise extra memory? It fills my MP3 player with every song my heart desires, the sound quality is perfect. The ease of use is superb. It's great.",5,Pozitif
That's a lot of MP3s and photos. Works 100% with no issues with my 32GB Samsung Galaxy S III phone.,5,Pozitif
"Works in devices that say 32 gig max...Put one in my Casio 14.1 Mega PixelCamera and it says I can take 12,800pictures...",5,Pozitif
Everything works great on my note 2. I can even do super slow motion video and have never had a dropped frame.,5,Pozitif
"Great product, great price, great quality!  I've purchased 6 of these so far for family and friends.The only thing better than this would be a 128gb model!I only wished that laptops came with micro SD slots!",5,Pozitif
Came with adapter as described and works perfectly. I use this SDHC card with my GoPro Hero 3+ black and haven't been able to fill it up yet.,5,Pozitif
"Puchased this card right after I received my Samsung Galaxy S III. Truly found this to be quicker than any other class 10 card I've owned. The cost on Amazon was far less than I've seen anywhere else. If ""you're"" looking for this type of product, then this is the one for you...IMHO of course.",5,Pozitif
This card is high quality and a great price. It is not made for video but works well for photography and most other applications. Big enough to hold all your photos and songs. I use it as extra storage for my Galaxy Tab and works great. I would recommend it.,5,Pozitif
the transfer speed is good the picture quality is good it was shipped to me well packed but not over taped up,4,Pozitif
not sure if it's the card or computer but it only shows up as 32 gig. i tried reformating it and everything and it still says 32gigs.,3,Negatif
"Do you need memory? This is 32GB of it in a MicroSDHC package. If that is the format you need and if this is selling at a price you like, then just get it and get on with your day. You've probably got better things, like that old episode of Gunsmoke you've been meaning to get to, or a nice walk along a cliff face. Possibly even something else. The point is that memory shopping shouldn't take you a long time. You should just do it. The amount of time it's taken you to read this is way more time than one should ever have to invest in considering a memory purchase. Have a lovely mid-to-late-morning, whenever that might next occur in your vicinity. Cheers.",5,Pozitif
I bought this for my GoPro camera and it works amazingly. No more lag and space for 1.5h of recording in the High ress. quality (not 4k) If you have a GoPro and need a memory card. Use this one.,5,Pozitif
"Figured there was not going to be any issues with SanDisk; produce arrived in well packaged - removed it, formatted it on computer, and installed. Working fine!",5,Pozitif
Out of the three different brands of micro sd cards the Sandisk is the only one that is still with me.  the other two just quit working.  I have bought several more of these cards and have had no problem except I wished I would have bought ones with more memory.  excellent product.,5,Pozitif
"4 stars for the excellent price and performance. Seems to be as advertised. Average copying speeds are around 18-20MB/s.Only gripe is that SanDisk doesn't include any extras - i.e. a plastic protective case, or bundle it with a SD Card reader. However, can understand why at this price point.",4,Pozitif
Made the mistake of leaving it in the car when I had a flat and had to buy 4 new tires. Went missing at the dealership so I never got to use it.,5,Negatif
"Could not be happier.  It's fast, works great, and I didn't have to risk an appendage trying to get it out of retail packaging.  I've been a fan of SanDisk for years, and this is why - solid product.",5,Pozitif
I brought this for my wife's Samsung Galaxy S3 phone and it's work perfectly with it. It has a fast read and write speed.,5,Pozitif
"works perfectly well with my Galaxy s4! before use, i put the micro sd card into the adapter and put it into my laptop, connected my phone to my laptop, transfered all my stuff from one sd card to the other, and it worked well, i still have all my stuff... with PLENTY of room to spare... and now with the S4 you can save your apps onto ur sd card, so whatever i can save on my sd card instead of the actual phone memory, i save... now both have a lot of free memory =] very happy with this purchase. have had it for a while now.",5,Pozitif
Works perfect in my HTC One V. No complaints. Love the amount of space in the tiny package. Fast as you need for a phone!,5,Pozitif
I just bought a 1080 P dash cam and I needed the best and fastest memory to get the best quality pictures. I did my homework and as I thought ScanDisk Ultra came out far above everything else out there.If you want the best and fastest memory with the highest quality on the market then get ScanDisk Ultra !,5,Pozitif
"Purchased for my new ASUS Tablet TF701T and as always, SanDisk is reliable!  I've never had one fail in 25 yrs. Very pleased.",5,Pozitif
I put it in my Samsung galaxy note 2 phone and have no idea how ill possibly fill it up,5,Pozitif
"Using this in my Samsung Galaxy S3 and I haven't had any issues with it, and it is super fast.",5,Pozitif
great fit and works great fit right into my phone without any problem just like one i would have gotten from (their store) but cheaper on here amazon,5,Pozitif
Gave my galaxy S4 plenty of memory and at a good price. I had a problem with my first one but Amazon sent me a replacement next day which worked perfectly.  I would recommend this to anybody.,5,Pozitif
Samsung gives you the ability to install apps on your SD card with Galaxy devices. I had a class 4 SD card before and initially blamed the tablet. I thought I was going to have to get it replaced. It was the SD card.I got this SD card and have yet to experience any issues! Love this thing!,5,Pozitif
"I bought this card as high speed external memory for my Asus ME302C tablet to play movies, music, etc. The card meets all of my expectations, and was pleasantly surprised to discover that it had absolutely no crapware preloaded. No compatibility issues whatsoever.",5,Pozitif
"I've gotten four of these for both of my Nikon D7000's and have had little bit of an issue with the adapter cards being out of spec and sticking in the Nikon Camera SD Slots, and one of my card readers. Sure enough, i sanded one down carefully and it fit perfectly.Performance wise, these things scream over regular Class 10 or Class 6 cards and perform nearly excellent. I cant complain other than I wish they were faster, but I'm not getting that for a while at $23 per card.",4,Pozitif
"I'm so disappointed in SanDisk. I bought this for my Galaxy S3 phone. Worked great for the first few months. Suddenly I noticed some pictures were missing. Then it kept giving me an error that the 'SD card has unexpectedly stopped working' then i tried popping out the card and popping it back in. Now it says unrecognizable files and it asks to format the mp3's I had bought and stored on the microsd card. In a pinch just to see if this would fix my issues I formatted the disc. Now I lost everything and it is still giving me issues. Read some similar issues from other customers, now I'm regretting my purchase. Save your money and headaches and buy something else!",1,Negatif
I use this in my phone and transfer information back an forth from phone to laptop. Great for holding lots of items. Have no problems with it and will probably get another or larger size,5,Pozitif
"Purchase this for my asus tablet, read and write times are excellent, no problems so far.  came with case and adapter.  good price.",4,Pozitif
"Its going back because it doesn't meet spec.Tested with  H2TestW, write speed is only 9.69 MB/s. Read speed is good at 18.80 MB/s. (although Sandisk claims up to 30MB/s)Meanwhile, a class (10) 32GB Transcend SD card I have writes at 15.30 and reads at 18.20.I also have a few class (6) 4GB Sandisk microSD cards writing at 15.40 and 15.50. Reading speed is 18.40 and 18.30.I also have a class (4) Kingston card that beats this class 10 Sandisk.",2,Negatif
I put this in a Sprint Galaxy S3. Mounted it and used it. Still using it. More storage than I will ever need.,5,Pozitif
"I use this on my Galaxy S3 and Sony Action Cam, and it works perfectly, never had any issues with it and i find that for any action cam this is a pretty solid sorage ammount.",5,Pozitif
"Purchased two of these to use in my surface pro.  loaded one with 60 gigs of movies and one with 60 gigs of music.  Small form factor means easy to transport.Both work flawlessly in my Surface Pro.Redirected my itunes music to the d: drive and therefore using none of my Pro storage space for movies or music.Plays movies and music perfect to my Pro device.....no waits....no slow downs.....just pure streaming from the sandisk to my screen........ happy........Of course I have skydive, iCloud, and amazon cloud but sometimes you are away from fast wifi or just simply do not want to use any of your processing speed to stream....this enables me to have content available at a whim.",5,Pozitif
Great card that is very fast and reliable. It comes with an optional adapter for SD slots. Being that this is a Class 10 card it transfers data really fast and for video this is a must! Great for GoPros and other small cameras alike.,5,Pozitif
"In some situations, depending on what hardware you intend to use this card in you'll need to format it in a special way using a formatting utility that doesn't come native to windows.  Also, the card gets extremely hot under heavy load.",4,Notr
I am only giving this product 3 stars becuse I purchased this one as a replacement for a SanDisk micro SD card that kept having problems with.  I finally got tired of losing my data and ponied up the $20 odd dollars to just replace the darn thing.,3,Negatif
Excellent price for top rated MicroSDHC Class 10 card with adapter included. SanDisk produces very reliable memory cards have never had one malfunction.,5,Pozitif
Nothing much to say other than it works just fine and it has great price. Needed another one for my phone after my first one got corrupted after a systems update. Just a tip: If you phone prompts you for an update you might want to take the card out before doing so; I corrupted two cards that way.,5,Pozitif
"If you're using this on a device that records video and photos, this is highly recommended. The class 10 classification means this thing will keep up with what you're recording without skipping a beat. This is perfect for devices such as the GoPro cameras.",5,Pozitif
I got this for my 3 year old's Nabi. I can put tons of movies and tv shows on this thing and keep her entertained for hours. For the price it's hard to beat.,5,Pozitif
"I used this upgraded card in my Razr Maxx HD and have been nothing but pleased with it. I haven't even come close to filling the entire card. I got it mostly because I keep my entire music library on my phone, about 5 gigs of music. It's a class 10 card so you won't see any lag in pulling up files. Great card for the price.",5,Pozitif
"Class 10 Speed Rating for Seamless Full HD VideoThe SanDisk Ultra UHS-I card features a Class 10 and UHS Speed Class 1 (U1) rating, the highest video performance available for recording uninterrupted Full HD** video.Flawless App PerformanceThis card can retrieve stored data almost instantly, thanks to its up to 30MB/s read capability and fast bus interface. The SanDisk Ultra microSDHC and microSDXC UHS-I cards offer faster app loading and smoother, more fluid app performance.Storage Capacities Up to 64GBThis card has plenty of room to accommodate Full HD videos, MP3s, apps, and other memory-intensive mobile files. Available in sizes up to 64GB, it can store all the apps, music, and video you want.Android App for Easy File ManagementThe included SanDisk Memory Zone app lets you easily view, access, and backup all of your digital files from your phone's memory, additional memory card, and cloud service all in one convenient place. Using the app, you can easily move files from your card to a number of cloud storage services.Durable DesignSanDisk Ultra UHS-I memory cards can capture memories from -13 to 185 degrees Fahrenheit with a shockproof, waterproof, and X-ray-proof design. Your mobile device may not survive, but your SanDisk memory card will.",5,Pozitif
"Works great! very fast too. I bought this for my Galaxy Note 3. Now I can have lots of pictures and movies on my phone. For only $115, it is a pretty good deal. Too bad Iphone and ipads don't have this option.",5,Pozitif
"If there is anyone out there curious if this works on Garmin's GPSMAP line of handhelds, then yes! All 32GBs are recognized, and I am maxing this baby out with every map I can get my hands on! No issues at all.Some forums may have you believe there is a 4GB limitation, but there simply isn't (FAT32 - which is the format of the card, has a 4GB limit on FILE SIZE, but that's fine as all individual Garmin maps are under 4GB)",5,Pozitif
"I bought two of the 32 GB Sandisk Ultra microSDHC cards, and both of them were unusable.The first one stopped accepting new data when I had put a bit less than one gig of data onto the card.  I couldn't add more files, and I couldn't reformat the card. If I tried to write a new file onto the card, the write operation seemed as if it worked, but the new data couldn't be read back successfully.  The files already on the card were still readable, though, so basically, the card had become a 1 GB ROM.  Fortunately, there was no sensitive personal information on the card, so I returned it to Amazon.The second one didn't fail the same way, but it was still unusable.  If I transferred a bunch of files and then read them back, most of the transferred files had data errors.  For example, a 3 minute music file might only be able to have it's first minute of music played back, then the bad data would stop the music player.  I ran a write/readback test and confirmed that there were data errors on nearly every block tested.  (I used Flash_Drive_Tester_v114.exe, which is a free download.)I ended up buying the equivalent Transcend productTranscend Information TS32GUSDC10 32GB micro SDHC10 Flash Memory - No Box or Adapterwhich has been performing flawlessly.  I have over half of the capacity in use, and I've never seen any sign of data loss or corruption.  For USB plug in flash drives, I've had good luck with SanDisk products, but my experience with the SanDisk microSDHC cards has been terrible.",1,Negatif
"So far, no complaints. Excited about the price. Excited about the size. I only hope my files won't get erased randomly. I will try to update this in a few weeks.",5,Pozitif
This microSd card works well with my mobile phone and tablet PC. It was delivered to me in a speedy way than I had ever expected. I love it and would recommend it to my friends.,5,Pozitif
"Got this card for my Surface RT, which, BTW is the worst tablet ever. No problems gets and it recognized it as soon as I put it in.",5,Pozitif
"Still working fine in my Galaxy SII.  No complaints.  I do have a complaint about my Galaxy occasionally erasing everything on it, but I'm sure that's not the card's fault.",5,Pozitif
"I received the memory card in great condition and packing,.  I am very pleased with it.  I put it in an outdoor camera to video comings and goings of wild life.  Works great",5,Pozitif
"Love it, use it to store videos and photos on a Galaxy S3. Good stuff no problems yet like with my bootleg Transcend card.",5,Pozitif
"I use a Sony camera with fairly high megapixels per picture.  I also tend to snap many shots in a row.  So the buffering speed of cards like this is important.  On a recent trip abroad, during which I took 3000 pictures...sometimes using the panorama function...I never ran into any processing delays.  The camera and card let me just keep snapping.  Cards like this are noticed only if they don't perform.  They are otherwise just &#34;there,&#34; which is a good thing.  This one seems to perform.  Obviously, not a technical evaluation, just a layman's assessment after using this card for a while.",5,Pozitif
Works just fine. Haven't had any issues. Bought another 32gb micro sd mini but haven't used it yet. So far I'm pleased with the purchase.Ordered the hassle free packaging and the card seems legit. Decided to order the retail packaging for the other card since I read stories about fakes being shipped to people.,5,Pozitif
Got this to use with the GoPro Hero 3 motion camera - fits and works just fine.  Big enough to film several flights and not run out of space.,5,Pozitif
great little SD....,5,Pozitif
Works great and is very fast.,5,Pozitif
It's a memory card.  It works great.  What else do I need to say?  SanDisk always makes high quality stuff...I am not worried at all...,5,Pozitif
This 64 gig unit lets me record hours of video in my GoPro Hero3. No need to carry extra memory cards with this unit for my website [...],5,Pozitif
Needed this to put into my new tablet. This is exactly as described and works great no complaints . would recommend to others and the price was good too.,5,Pozitif
"I trust these.  Got it long ago and it is still going strong.  Any large size storage needs to be reliable, If I buy the one or two gig cards I would just get the cheapest no name brand but for anything larger I get these.",5,Pozitif
Bought this micro sd card for my Samsung Galaxy Note 2 and it works flawlessly. Lots of space and fast!,5,Pozitif
"Recently I bought a Microsoft Surface RT tablet and used the 32GB version of this memory card. Worked great and I didn't have any problems. So, when I heard that the Surface RT could be expanded to 64GB, I immediately looked for a great deal online. Behold... Amazon offered this card for under $50 AND it was Prime eligible! Woo-Hoo! To me, it was a &#34;no-brainer&#34; and I quickly ordered this inexpensive upgrade. Like its predecessor, it comes with the memory card, an SD card adapter, and a small plastic case. installing the card is super easy on the Surface, because you just line it up with the slot and push it in till it clicks! That's it! No formatting required and the card runs quite fast! Normally, I buy SanDisk Extreme memory cards (which are faster), but this particular card had no problem running video files or playing music.Anyway, if you get this card for your Surface RT tablet, DON'T format it! Why? Well, the card is already formatted, so why risk messing up your card? Just pop it in and enjoy greater space on your Surface!Note: As far as I know, you cannot install Surface apps onto the memory card, only media files and documents. Still, this card is a great upgrade and I highly recommend it!",5,Pozitif
"I was looking for expanding memory of my Galaxy Note 3, so I bought this one. This is class 10 micro SD card. Good enough speed for the smart phones. The best way to upgrade the memory of the phone.",5,Pozitif
Love SanDisk and loved the price.,5,Pozitif
"Always Buy More Memory is my new rule. This memory card is easy to use and captures loads of video, but you do need to download every PM. Works fine with my Mac, have not used it with a PC.",5,Pozitif
SanDisk provides dependable storage for my new tablet. SanDisk is what I rely on for my phone and computers.  Has never let me down.,5,Pozitif
"Phone does not recognize this card. Followed suggestions of other's and formatted card to fat32. You have to have an exFatt reader on your PC. Also the format selections on a Windows 7 is NTFS or exFat no fat32 so I went to this site:[...] tried another site and got adware, which my Norton blocked couldn't find the utility to do the exfat to fat32 conversion so I deleted all their added programs so beware of some of these sites. Cnet is trustworthy though.After I formatted the card to fat32 I put it in phone and the phone recognized the card and shows 59.xx gb. So what the h**l I formatted the card in the phone. Bad idea. After formatting in the phone, I'm back to the phone not recognizing the card. Back to the PC, format to fat32 and now every things hunky dory.",5,Notr
"I ordered this memory card for my Drift Ghost-S action camera. I started getting errors and the camera was freezing and saying there was a storage problem. I assumed the camera was faulty and actually exchanged it for another camera. Same errors. I switched to a SanDisk Extreme card and never had problems again.If you're going to be recording HD video, especially at high frame rates then do not get this card. I'm sure it would be fine in any other scenario though, but it's advertised as a class 10/UHS 1 card and it's just not as fast as other class 10/UHS 1 cards.Drift Innovation (the company that makes the Ghost-S camera I use) has stated in multiple support tickets with me not to use any ""SanDisk Ultra cards"" because they do not perform fast enough for the camera and will result in slow card errors. They work ok until you try recording 1080p video at higher frame rates.",1,Negatif
purchased to use in a dash cam system. works perfectly. no skips or corruption of files on the recorder. highly reccomended.,5,Pozitif
I bought this card to extend the storage capability of my tablet. It holds hundreds of my short video files without having to use the tablet's built in memory. Transfer speed from my computer into the card is relatively fast. If someday I may need more storage in the tablet I can always buy another one of these cards.,5,Pozitif
"Great price (at the time i purchased it) - sanDisk is known for making great memory cards - use it,in my GoPro",5,Pozitif
"Great memory card, I love the fact that this came in frustration free packaging. And even better, it also came with an SD adapter for free! Thanks a bunch amazon and SanDisk.",5,Pozitif
